ID,contrast_left,Correlation_left,Energy_left,Homogeneity_left,lable
82,774.1093877551058,0.8689267677985102,0.0011438567263640242,0.20253046310843364,wood
83,650.0497959183675,0.7507011223939755,0.0005720949604331625,0.13841830919755024,wood
84,307.9183673469385,0.9460743031364167,0.0018822157434402438,0.29152174523240504,wood
85,618.775918367348,0.8440647478960418,0.0018119117034569032,0.15987428024937944,wood
86,1128.8840816326554,0.6823757080288846,0.0004897959183673574,0.11336665469618697,wood
87,577.6053061224488,0.883743279648986,0.0005074552269887652,0.14058370586901017,wood
88,456.24285714285725,0.916639852847948,0.0009426072469804359,0.22630761540287087,wood
89,1000.108571428572,0.7790596270344899,0.0005034568929612768,0.12471297471472624,wood
90,1079.8636734693866,0.8006218011206239,0.0008346522282382487,0.15071292213614343,wood
91,240.08979591836712,0.8362434780673698,0.0024023323615159926,0.27034766301819046,wood
92,818.1518367346935,0.7391423111951894,0.0005147855060391612,0.13266890447793114,wood
93,357.8689795918366,0.904302112718977,0.004863306955435244,0.27376448839072637,wood
94,1193.945714285716,0.5833630684770588,0.0004758017492711477,0.09227477944718158,wood
95,769.6828571428604,0.7505412616102092,0.0005261141191170451,0.1308477024850986,wood
96,994.0767346938792,0.7035063738109013,0.00048513119533528785,0.10306425312120997,wood
97,1212.673877551024,0.7836521607667711,0.0005087880049979285,0.11747659013379612,wood
98,1755.6591836734767,0.6276846349827014,0.00046413994169097294,0.08868474048380577,wood
99,1126.8493877551018,0.7461161385940918,0.0004634735526863917,0.10049605089150139,wood
