ID,contrast_left,Correlation_left,Energy_left,Homogeneity_left,lable
0,332.8926530612245,0.9399594396225377,0.0006197417742607358,0.23369035042613834,wood
1,479.6759183673466,0.8610647922543009,0.002766180758017502,0.19089098600078755,wood
2,525.8240816326554,0.92216654555858,0.0007500208246564046,0.24517930582637218,wood
3,278.7808163265301,0.9454164145345764,0.000640733027905051,0.2522170296784993,wood
4,1041.6999999999996,0.7725862809787657,0.0004731361932528225,0.10556674448761896,wood
5,444.31999999999965,0.8584218795868809,0.0005581007913369533,0.1609594384569995,wood
6,765.2261224489822,0.8675856746195642,0.0006337359433569457,0.18484997499173286,wood
7,573.8265306122436,0.8466976669711926,0.000513119533527707,0.13099198118261407,wood
8,985.279591836736,0.7181722263804732,0.00048513119533528774,0.10645447328646988,wood
9,1386.3595918367364,0.41976349808922075,0.00048313202832154346,0.08667962532878132,wood
10,1672.051020408167,0.5338703531882326,0.00046413994169097294,0.08581688513291774,wood
11,543.5746938775508,0.8683513178406543,0.0007040399833402857,0.18297666544851124,wood
12,592.1538775510211,0.8835895867254234,0.0009209496043315389,0.20855220189348475,wood
13,823.1653061224494,0.8146832598092548,0.0004907955018742298,0.11941667281371414,wood
14,1885.9697959183725,0.5736220907792824,0.000447813411078728,0.07854264025835189,wood
15,958.9869387755108,0.8269402304656902,0.0007593502707205461,0.1822694052799152,wood
16,120.74122448979563,0.9555189188365526,0.0015350270720532874,0.35283583642058025,wood
17,1582.8930612244887,0.6650331185559427,0.0005087880049979281,0.10875220921218516,wood
18,1195.3436734693942,0.7573926929424944,0.0005207830070803942,0.14164534155818506,wood
19,621.2518367346959,0.8735357377787012,0.0005534360683048842,0.16532705526674635,wood
20,355.7281632653062,0.9029432002004754,0.0005824239900041752,0.17980659791995635,wood
21,737.7040816326534,0.8715173594972309,0.0007370262390670667,0.1718103496759099,wood
22,224.79265306122403,0.9299316933447519,0.0005531028738025928,0.1705744258340129,wood
23,425.44408163265274,0.9323172722358567,0.0008583090379008875,0.26141249391291127,wood
24,1024.634693877554,0.8167177104944275,0.0004738025822574033,0.11917694957503644,wood
25,500.130612244898,0.8454183420958863,0.0005437734277384534,0.12069208071131482,wood
26,654.4236734693878,0.8504686328387386,0.0004857975843398696,0.12507505087477788,wood
27,739.2220408163304,0.8489100143363728,0.000491461890878811,0.12235592074044774,wood
28,284.4399999999992,0.9517367886578622,0.0005451062057476168,0.17833595946332018,wood
29,176.92530612244872,0.9668173172570206,0.0007306955435235438,0.1987727850873773,wood
30,1018.688571428572,0.6762212807514857,0.00048679716784674136,0.10569401161972246,wood
31,675.7008163265311,0.7117641002260379,0.0005637650978758962,0.14044546987843912,wood
32,711.8146938775518,0.8053583843749469,0.0005367763431903481,0.1406256256026439,wood
33,1575.2926530612292,0.6994902249539221,0.0004708038317367873,0.10065521959499787,wood
34,2354.6689795918446,0.42575422378587346,0.0004798000832986364,0.0793651619125723,wood
35,634.7820408163261,0.7831375825050846,0.000515118700541452,0.12490424704324753,wood
36,2076.9461224489833,0.5982857924911331,0.00045181174510621673,0.08271861898690161,wood
37,636.8669387755095,0.8310064132013888,0.0004944606413994278,0.11193745951310226,wood
38,869.3783673469392,0.7621560423526549,0.0005734277384423258,0.16694566567958702,wood
39,436.57387755101996,0.9232039906930004,0.0010095793419408624,0.2690976748881622,wood
40,1073.74775510204,0.6944111603575136,0.00048446480633070624,0.10220700034705318,wood
41,406.7546938775502,0.9288930618256601,0.0005847563515202109,0.18401167249697273,wood
42,204.73102040816323,0.9572217784950141,0.007329945855893385,0.3025374273929846,wood
43,129.50816326530594,0.9652454106908037,0.0006650562265722721,0.2263618660364269,wood
44,936.8677551020427,0.757093601417601,0.0005401082882132549,0.16207348876104358,wood
45,1048.7734693877542,0.7516598727948608,0.0004784673052894733,0.10504735939642128,wood
46,1123.0269387755113,0.6279000005441,0.0004961266139108811,0.10257701087445918,wood
47,428.36938775510197,0.8924129828619918,0.0005637650978758959,0.16531734741986998,wood
48,1262.7436734693886,0.6358378857844454,0.0005047896709704395,0.11527581984926302,wood
49,214.31346938775454,0.7894767084563908,0.0008859641815910138,0.2117347234463845,wood
50,320.6938775510205,0.9515215578964038,0.000854977092877979,0.284903773586202,wood
51,647.5412244897979,0.8692105419414977,0.03663506872136872,0.34900125986368874,wood
52,481.59551020408236,0.9039585423486995,0.0006090795501874325,0.2063001120725267,wood
53,1160.9893877551067,0.7613380277951535,0.00047246980424824135,0.11106962274068122,wood
54,299.6163265306114,0.9232434835243681,0.0010982090795501975,0.26320842071354944,wood
55,409.57959183673455,0.9242047205080188,0.001644981257809253,0.28615039359572847,wood
56,358.17306122448826,0.8260729517860786,0.0006320699708454921,0.19366486465709293,wood
57,306.01142857142787,0.9449006793313574,0.02100391503540054,0.46422548588279555,wood
58,831.609795918369,0.8230547163996409,0.0007030403998334158,0.1572351455840631,wood
59,513.2775510204076,0.9012671526849949,0.0004991253644314976,0.14051694484766525,wood
60,539.2534693877551,0.9010191718196302,0.0008539775093711049,0.21666965825534842,wood
61,733.6595918367383,0.8294591146810338,0.0006130778842149202,0.1662813690785367,wood
62,616.690612244899,0.8787618232247306,0.0009259475218659004,0.20443723364561248,wood
63,842.9016326530636,0.8322984910990177,0.000722698875468567,0.19080187903254403,wood
64,1172.4722448979621,0.7452637431763184,0.0004874635568513227,0.12007156290551148,wood
65,630.1138775510206,0.8498723582673647,0.001039233652644741,0.28525361639120694,wood
66,1071.271020408163,0.6831366259156151,0.00048579758433986897,0.10115849197589795,wood
67,702.0571428571434,0.8715104367344539,0.0005484381507705229,0.1524323491996078,wood
68,594.7873469387758,0.8642855035322369,0.0006533944189921005,0.15893231500012586,wood
69,378.429795918367,0.9446190777808222,0.18206314035818374,0.5320549264625187,wood
70,332.7404081632651,0.9475201070103226,0.000920283215326958,0.2710911441343608,wood
71,946.7469387755108,0.7548662793134686,0.0005541024573094658,0.13657784003972262,wood
72,287.52326530612197,0.9578617408044029,0.003265972511453654,0.4197793822637733,wood
73,1285.6848979591891,0.7710081540556508,0.0011358600583090412,0.17183768284971457,wood
74,147.9126530612244,0.978819382430416,0.00944139941690964,0.5296717795282967,wood
75,642.4808163265317,0.8932682737971749,0.0005457725947521985,0.16755891942029982,wood
76,933.1636734693883,0.7914008027603127,0.004794335693461193,0.19980531975326382,wood
77,1016.9240816326537,0.7626728129258603,0.0004671386922115887,0.10326542486918028,wood
78,200.75102040816245,0.9538480113053525,0.00426955435235316,0.35329943270981706,wood
79,88.67142857142845,0.9846695251436567,0.02514452311536861,0.38583947295501847,wood
80,579.250204081635,0.9040955643436102,0.0007177009579342051,0.22219253157828092,wood
81,673.3404081632674,0.8958865319246756,0.0019958350687213277,0.2971616862344128,wood
